Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
China,CHN,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.60248E+12,..,..,..,..,..,..,..
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,34.27409603,33.81474547,34.53301736,32.42469627,33.52456673,39.41053879,38.52735928,42.74740363,51.803988,59.50552422,62.20789287,64.4788839,62.10461706,57.4528722,44.60542769,48.88929937,50.59983138,48.10785883,46.56523477,44.87656028,39.45306552,37.03381668,37.8033996
China,CHN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.47903E+12,1.62587E+12,1.77595E+12,1.91514E+12,2.06199E+12,2.23708E+12,2.42365E+12,2.64495E+12,2.91038E+12,3.20466E+12,3.56985E+12,4.02392E+12,4.59658E+12,5.04035E+12,5.51413E+12,6.10062E+12,6.6824E+12,7.20739E+12,7.76651E+12,8.33329E+12,8.9083E+12,9.50516E+12,1.0161E+13
China,CHN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1.35282E+11,1.54127E+11,97709000000,97527000000,1.19243E+11,1.61166E+11,1.80488E+11,2.10243E+11,4.10155E+11,5.536E+11,6.48712E+11,7.82812E+11,9.49017E+11,1.14648E+12,1.02959E+12,1.38092E+12,1.82695E+12,1.94325E+12,2.12022E+12,2.2416E+12,2.00228E+12,1.94219E+12,2.21218E+12
China,CHN,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.38008E+12,..,..,..,..,..,..,..
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,35849200000,40180000000,44237000000,43751000000,38753000000,42095300000,47053000000,53073618897,57900937467,68117272181,1.04109E+11,1.24082E+11,1.56249E+11,1.71535E+11,1.31057E+11,2.43703E+11,2.80072E+11,2.41214E+11,2.90928E+11,2.68097E+11,2.42489E+11,1.7475E+11,1.68224E+11
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,39.68463866,38.37235534,36.33715573,35.67868627,34.96477981,34.42965254,36.42225471,37.07754181,40.63154952,42.89449013,41.3912114,40.93327269,41.46315155,43.26637446,46.44130408,47.61226023,47.68586754,47.23453111,47.38775199,47.00771662,45.40088041,44.26358088,43.60021441
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.550000191,4.590000153,4.599999905,4.730000019,4.699999809,4.53000021,4.53000021,4.409999847,4.300000191,4.300000191,4.139999866,4,3.75999999,4.360000134,4.288000107,4.199999809,4.340000153,4.46999979,4.539999962,4.592999935,4.605000019,4.649000168,4.675000191
China,CHN,"Population, total",SP.POP.TOTL,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,128.3366211,129.6889829,131.0231002,132.2863841,133.4367607,134.492481,135.4730462,136.3837807,137.2359222,138.0534367,138.867765,139.6453451,140.3765907,141.0977078,141.8012404,142.4877396,143.1721085,143.8713898,144.583453,145.3173521,146.0576422,146.8506776,147.6740508
China,CHN,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.1777119,-0.472295409,-0.421855241,7.13459951,..
China,CHN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,42,..,..,40.5,..,..,31.9,..,..,18.7,..,..,14.7,..,11.2,7.9,6.5,1.9,1.4,0.7,..,..
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.59651961,19.32548555,17.89527674,17.15903476,16.06478847,14.67624166,13.98346135,13.30148771,12.34899897,12.91664817,11.6414956,10.62576053,10.28299697,10.25089863,9.786188981,9.530192941,9.434516062,9.419936158,9.295189652,9.059922416,8.832724007,8.562942661,7.91511092
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,46.75173682,47.10544713,47.10025893,45.79880932,45.3610278,45.53727864,44.79457056,44.45171678,45.62396442,45.90140165,47.02377115,47.55856667,46.8610339,46.93247802,45.88377306,46.39605425,46.4006848,45.273502,44.0081519,43.10295577,40.93163605,39.88078035,40.45627143
China,CHN,Net migration,SM.POP.NETM,..,..,-383389,..,..,..,..,-2030083,..,..,..,..,-2390895,..,..,..,..,-1698448,..,..,..,..,-1624595
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,8.569243858,9.057253983,9.76634573,10.092861,10.2927961,10.1895231,10.28412258,10.22284045,9.869762685,9.672442542,9.374282116,9.157385536,..
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,9.625040826,10.12516151,16.72583615,11.06714536,11.64387554,11.20630667,11.20747937,11.10211254,10.91424839,15.80808387,16.03850912,15.68898246,..
China,CHN,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,2530.246724,2755.56536,2986.823524,3176.905557,3399.236519,3662.062101,3930.050191,4275.697181,4692.211774,5152.352968,5681.608859,6399.841505,7301.775492,7996.460718,8637.891602,9485.320122,10287.85798,11120.50289,11855.01291,12775.47597,13519.35998,14353.97719,15269.76124
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.156,70.427,70.747,71.115,71.521,71.955,72.401,72.84,73.257,73.642,73.987,74.291,74.562,74.808,75.032,75.236,75.425,75.602,75.769,75.932,76.092,76.252,..
Ecuador,ECU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,7726.192086,7696.583402,7867.057933,7964.486069,7443.335645,7387.615879,7550.257275,7727.717349,7808.192201,8311.701354,8607.765409,8837.380686,8879.636854,9285.864407,9183.552558,9352.344237,9926.903441,10322.1789,10665.46258,10901.41856,10749.12887,10461.33292,10554.63417
Ecuador,ECU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.222553228,1.490154815,7.006173042,-3.782679235,-26.29999283,-7.714066764,28.41427846,12.08527442,10.59308704,4.261845701,7.732711011,8.000910822,6.650502273,13.8473189,0.655537559,7.46507997,5.662656747,4.985253061,3.095049013,3.030703069,-2.491020758,1.901646775,1.946398244
Ecuador,ECU,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,5196130000,5612450000,6046530000,5004460000,5345000000,5905997570,5683462801,6141604892,7326978915,8981703525,11479812240,14212622491,16070245408,20902383669,15748549986,19609313677,24669793118,26372910956,27628143066,28942769225,21440060545,19565225145,21918203828
Ecuador,ECU,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,12442596673,12178491072,13029274615,12412127868,13359276619,13698090464,13480680560,13564770566,14542814344,17041033524,18512192143,19831370852,19834784284,20426643871,19448545292,19402439000,20502122968,21622887892,22176078157,23554305702,23404192645,23736784863,23906987603
Ecuador,ECU,Trade (% of GDP),NE.TRD.GNFS.ZS,45.91127073,44.21570268,45.01718632,43.39510795,49.2012508,59.4646993,50.74505716,49.37654964,47.24163069,50.66524037,56.0998297,59.70978319,62.58713843,68.05694738,52.10484902,60.30323871,64.49023889,61.75111241,59.60615606,57.70816899,45.24387715,38.52134034,42.42172139
Ecuador,ECU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,83181798259,86333447252,86418807383,85358980970,87380611574
Ecuador,ECU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5707860000,5118550000,6098600000,6699360000,4208570000,4926685031,6611635919,7759542820,7990805131,9651313789,11851305061,13748955709,15618693368,20925122244,16886756470,22635745105,26535108500,27717300981,29576264556,30176939447,23895100782,19052387251,22601015984
Ecuador,ECU,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,10276877180,8982301480,10824829982,11531882787,7888328650,8899748798,11188976895,13316559621,12775949409,14165576879,16204759888,17788534254,19043508196,21793240541,19631506063,22541700000,23363664521,23558718736,25199811339,26397962721,24244736343,21912311311,24593591573
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,452480000,499680000,723950000,869980000,648410000,-23439367.91,538568575.2,783261009.6,871513414,836939593.9,493413835.5,271428852.5,193872526.9,1057036020,308548890.1,165836320.4,644072358.7,567487300.9,727033206.3,772269946.1,1322490337,767413868.1,618432412.3
Ecuador,ECU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.82476483,18.53781543,20.30894446,23.99565774,19.62846281,21.27872101,22.34919319,23.70237849,19.58955329,20.19900654,21.63710123,22.45981393,22.70482793,26.38750759,25.63926505,28.03731307,28.14239888,27.79583594,28.46705779,28.31443808,26.87009832,24.97903494,26.28025933
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.849999905,10.38000011,9.170000076,11.48999977,14.42000008,8.979999542,10.71000004,9.069999695,11.43999958,8.550000191,7.739999771,7.690000057,6.070000172,7.309999943,6.46999979,4.090000153,3.460000038,3.230000019,3.079999924,3.480000019,3.619999886,4.599999905,3.839999914
Ecuador,ECU,"Population, total",SP.POP.TOTL,11440583,11683479,11924993,12163885,12398691,12628596,12852755,13072060,13289601,13509647,13735233,13967480,14205453,14447562,14691275,14934690,15177355,15419666,15661547,15903112,16144368,16385068,16624858
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,41.32561407,42.20300173,43.07539734,48.97682799,49.92225399,50.84794653,51.7505033,52.63351586,53.50942583,54.39542197,55.30372443,56.23884684,57.19702448,58.17185537,59.15314463,60.13323402,61.11030359,62.08594782,63.05986069,64.03250121,65.00389757,65.97305524,66.93854888
Ecuador,ECU,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,15.7,21.8,28.2,..,..,14.5,15,12.1,8.1,8.5,7.5,7.2,5.6,4.7,4.5,3.2,2.6,3.4,3.6,..
Ecuador,ECU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.91216882,20.7500581,20.10877373,17.47594546,17.57135182,15.40454427,12.65726659,11.23092289,10.84329972,9.691921337,9.481169299,9.408136106,9.355655707,8.965682892,9.913941346,9.733118078,9.601116667,8.642412749,8.769342903,9.126508259,9.454851422,9.519016728,9.329258912
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,27.14052294,26.78918036,25.87335599,25.81631245,28.78032844,33.61759449,29.04959898,28.80796471,27.99929935,29.71170399,31.54458088,33.88670802,34.45813175,37.91930509,32.41761483,34.72418599,37.63463987,37.75527457,37.14612811,36.77882376,31.87212767,32.02300962,32.52358756
Ecuador,ECU,Net migration,SM.POP.NETM,..,..,-69999,..,..,..,..,-120002,..,..,..,..,-44999,..,..,..,..,-38001,..,..,..,..,-30776
Ecuador,ECU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,7459.26793,7407.795844,7600.895481,7662.396593,6993.349427,6925.220947,7204.964829,7412.655077,7470.213392,7923.641126,8251.499005,8502.663408,8539.192205,9068.363242,9001.661087,9217.559722,9769.514517,10170.46866,10512.26916,10735.01566,10567.61416,10274.05988,10318.9334
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.217,71.594,71.953,72.297,72.624,72.933,73.22,73.482,73.72,73.937,74.136,74.322,74.501,74.678,74.859,75.046,75.244,75.449,75.661,75.879,76.102,76.327,..
France,FRA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,30918.06796,31236.41334,31853.63066,32865.04648,33810.40325,34880.88182,35304.73072,35440.92191,35479.01035,36200.07627,36505.84873,37113.18341,37755.29451,37618.20734,36324.36154,36855.84468,37440.64149,37327.9444,37350.27827,37523.72758,37766.37411,38062.63973,38605.6709
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.146130335,1.383060333,0.877179548,0.981904069,0.217643614,1.600712968,2.03762165,2.084660573,1.863034762,1.665513689,1.992027108,2.229544536,2.619994938,2.428018,0.136762954,1.053620244,1.060174163,1.293541616,0.778185831,0.58550925,1.183731312,0.180995214,0.995561444
France,FRA,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,3.62717E+11,3.65375E+11,3.66861E+11,3.87983E+11,4.03213E+11,3.90246E+11,3.91683E+11,4.18289E+11,4.85217E+11,5.59181E+11,5.9316E+11,6.50271E+11,7.41232E+11,8.2732E+11,6.6464E+11,7.09515E+11,8.23179E+11,7.95547E+11,8.36608E+11,8.53254E+11,7.77258E+11,7.80761E+11,8.30353E+11
France,FRA,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,3.93752E+11,4.0998E+11,4.62846E+11,5.02525E+11,5.27603E+11,5.94679E+11,6.11713E+11,6.23397E+11,6.16728E+11,6.48279E+11,6.71275E+11,7.09108E+11,7.29181E+11,7.31816E+11,6.49363E+11,7.0791E+11,7.56609E+11,7.75822E+11,7.90632E+11,8.16819E+11,8.51663E+11,8.67401E+11,8.94468E+11
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,43.64612858,44.32923995,48.03349688,49.50676679,49.7609206,55.86124572,54.95936809,53.07202476,50.79783352,51.92500788,53.98070678,56.10342445,56.42075658,57.39708289,50.46245085,54.86779108,58.79057642,59.70205917,59.76405507,60.47879652,61.75169393,61.12889533,62.86603206
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.02985E+12,2.05803E+12,2.10613E+12,2.18103E+12,2.25534E+12,2.34274E+12,2.38852E+12,2.41524E+12,2.43503E+12,2.50288E+12,2.54312E+12,2.60352E+12,2.665E+12,2.67021E+12,2.59167E+12,2.64261E+12,2.69756E+12,2.70248E+12,2.71806E+12,2.74381E+12,2.7731E+12,2.80604E+12,2.85709E+12
France,FRA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3.33746E+11,3.34186E+11,3.23336E+11,3.45812E+11,3.65293E+11,3.77327E+11,3.73821E+11,3.90706E+11,4.61195E+11,5.41825E+11,5.93448E+11,6.58429E+11,7.59748E+11,8.69247E+11,6.97448E+11,7.53043E+11,8.79805E+11,8.33376E+11,8.67202E+11,8.89476E+11,7.8709E+11,7.99164E+11,8.54245E+11
France,FRA,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,3.66694E+11,3.7551E+11,4.05376E+11,4.53605E+11,4.85143E+11,5.59652E+11,5.72927E+11,5.84032E+11,5.89237E+11,6.25717E+11,6.65242E+11,7.02397E+11,7.42751E+11,7.52288E+11,6.81608E+11,7.42031E+11,7.88689E+11,7.93909E+11,8.10723E+11,8.49709E+11,8.98524E+11,9.36369E+11,9.73876E+11
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23736300874,21971888803,23047924755,29518429032,45986859387,41382267637,50126614944,51493238175,42324928758,35581202492,85179159787,78945704920,83780962091,67999194663,18380195793,38899924638,44191741840,32950453828,31589259642,5809580555,42803255076,45349681278,47335618619
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.51313622,19.62226875,19.45200139,20.68051093,21.36389819,22.48805446,22.16486803,21.31558247,21.18612886,21.88960334,22.45262344,23.23771164,24.1648123,24.12988486,21.33315982,21.9462945,23.22090937,22.62663227,22.28719307,22.70983107,22.71232406,22.68577849,23.45930214
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.84000015,12.36999989,12.56999969,12.06999969,11.97999954,10.22000027,8.609999657,8.699999809,8.31000042,8.909999847,8.489999771,8.449999809,7.659999847,7.059999943,8.739999771,8.869999886,8.81000042,9.399999619,9.920000076,10.30000019,10.35999966,10.06000042,9.399999619
France,FRA,"Population, total",SP.POP.TOTL,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016227,64374989,64707044,65027507,65342775,65659789,65998660,66316092,66593366,66859768,67118648
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,108.7392155,109.1249243,109.5116375,109.9160399,110.4829669,111.2420962,112.0546543,112.8725213,113.613134,114.5154765,115.3840639,116.1913406,116.9124455,117.5676503,118.1740804,118.75934,119.335112,119.9140728,120.5329508,121.1126749,121.6190587,122.1055871,122.5783781
France,FRA,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-4.848666924,-3.857167726,-3.770797284,-2.626163551,-1.80257088,-1.414595711,-1.516772851,-3.206138696,-3.914167586,-3.355772442,-3.00236989,-2.157561801,-2.15039972,-2.712685331,-6.879027402,-6.734312674,-5.098551329,-4.634087258,-3.729520605,-3.696310992,-3.568315963,-3.532178511,..
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.444772231,2.404281518,2.344255815,2.362459834,2.236261411,2.098357551,2.107008191,2.010858852,1.850164289,1.822690944,1.680101704,1.518490643,1.612992953,1.515223,1.323161997,1.604028289,1.650287193,1.631795037,1.458632177,1.55635616,1.605644387,1.450393257,1.509618385
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.30977786,21.67518722,21.52730131,21.44484487,21.2017282,21.29393981,20.93836952,20.64945281,20.1918112,19.95752395,19.60960527,19.28408447,19.13673919,18.81383069,18.30484264,17.84573563,17.97816621,17.86855062,17.97180129,17.74593967,17.67969171,17.56387959,17.36161504
France,FRA,Net migration,SM.POP.NETM,..,..,382333,..,..,..,..,493125,..,..,..,..,536344,..,..,..,..,361722,..,..,..,..,400002
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,19.40911438,20.32411644,21.03812181,22.98187139,23.5791032,23.3531383,23.34728904,22.54241483,22.09023798,22.14576246,22.29321509,22.56963852,22.14653645,22.03425049,20.70839931,21.95195784,21.8327229,22.55348036,23.23330605,23.17960335,23.18170405,23.14513176,..
France,FRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,42.86691078,43.90672589,43.88962675,43.44934817,43.9735503,43.09600057,43.3982577,42.78130706,42.34545885,42.2688362,42.7062611,42.98431243,42.46461244,42.45164075,41.78226647,43.29468062,43.01944889,43.93897178,44.84049369,45.0165018,44.76499614,44.68887644,..
France,FRA,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,31080.04593,31550.26681,32282.84514,33328.56415,34528.51339,35556.56363,35963.29518,35824.72926,35947.26464,36751.02116,37167.53132,37880.95264,38564.94042,38443.33132,36998.70529,37631.69073,38319.81135,37876.37219,37891.9027,38085.2257,38367.33248,38701.79712,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.67073171,82.27317073,82.27317073,..
Germany,DEU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,33653.12964,33830.30566,34405.51921,35081.30421,35755.29931,36764.56293,37325.05255,37262.35129,36977.34601,37418.0925,37703.93294,39143.16624,40473.52745,40989.44311,38784.45248,40428.72103,42692.51976,42822.0994,42914.47611,43560.61924,43937.94713,44431.82284,45229.24529
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.975525403,0.622076784,0.262417488,0.608122458,0.317977708,-0.449787884,1.276999699,1.350551643,1.206865986,1.093727836,0.620694358,0.304045355,1.697387271,0.838791683,1.7569942,0.757704408,1.070476908,1.540294079,1.965390517,1.794387609,2.01304621,1.329210699,1.537468922
Germany,DEU,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,5.70645E+11,5.73443E+11,5.63083E+11,5.94324E+11,5.94442E+11,6.00978E+11,6.21882E+11,6.80276E+11,8.18508E+11,1.00049E+12,1.07952E+12,1.23886E+12,1.48273E+12,1.63984E+12,1.29726E+12,1.44467E+12,1.685E+12,1.62956E+12,1.70802E+12,1.78037E+12,1.58434E+12,1.60476E+12,1.74277E+12
Germany,DEU,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,5.73596E+11,6.07235E+11,6.81732E+11,7.34139E+11,7.73409E+11,8.8039E+11,9.30632E+11,9.7019E+11,9.8867E+11,1.10186E+12,1.1752E+12,1.31957E+12,1.44244E+12,1.4703E+12,1.26053E+12,1.44374E+12,1.56328E+12,1.60745E+12,1.63503E+12,1.71083E+12,1.80034E+12,1.84769E+12,1.93302E+12
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,43.5447211,44.99672952,49.60103503,51.58287212,53.3694452,61.3899966,61.97779664,60.77300852,61.51913445,65.85610978,70.42119034,77.0821686,79.37053115,80.94490464,70.66504625,79.30307822,84.74773595,85.87475437,84.83642578,84.48567249,85.75578664,84.26726674,86.8977278
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.84097E+12,2.86421E+12,2.91717E+12,2.97492E+12,3.03404E+12,3.12391E+12,3.17687E+12,3.17687E+12,3.15432E+12,3.19122E+12,3.21378E+12,3.33269E+12,3.44136E+12,3.4786E+12,3.28314E+12,3.41709E+12,3.54216E+12,3.55959E+12,3.57701E+12,3.64604E+12,3.7096E+12,3.7817E+12,3.86576E+12
Germany,DEU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5.585E+11,5.52979E+11,5.36949E+11,5.64522E+11,5.78767E+11,5.95136E+11,5.87426E+11,5.88919E+11,7.26329E+11,8.58387E+11,9.33857E+11,1.07942E+12,1.25351E+12,1.41322E+12,1.12665E+12,1.26635E+12,1.50204E+12,1.41395E+12,1.48037E+12,1.51036E+12,1.31354E+12,1.33002E+12,1.46705E+12
Germany,DEU,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,5.7862E+11,6.01916E+11,6.56613E+11,7.18147E+11,7.8158E+11,8.66663E+11,8.74007E+11,8.5185E+11,9.00595E+11,9.72005E+11,1.02809E+12,1.14255E+12,1.21383E+12,1.24106E+12,1.12191E+12,1.26613E+12,1.35501E+12,1.35412E+12,1.39438E+12,1.4444E+12,1.52518E+12,1.58494E+12,1.66673E+12
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,11985480325,6429188834,12796405657,23635840374,55906671344,2.47987E+11,56930659865,51222015765,65348359021,-20444719446,59855759874,87441737296,50845049519,30926055579,56668665258,86053684912,97480731020,65464274951,67407574807,19778357284,54117739829,58056857839,77983391530
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.74110002,22.73511151,22.7828925,23.33980765,23.47380962,23.92325937,22.31396656,19.91920481,19.68739865,19.12081282,18.81453022,19.77261047,20.74931463,20.86004044,18.06745574,19.62539631,21.07753263,19.30677311,19.51221411,19.51719881,19.14845662,19.19788171,19.78135965
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.159999847,8.819999695,9.859999657,9.789999962,8.859999657,7.920000076,7.769999981,8.479999542,9.779999733,10.72999954,11.17000008,10.25,8.659999847,7.519999981,7.739999771,6.96999979,5.820000172,5.380000114,5.230000019,4.980000019,4.619999886,4.119999886,3.75
Germany,DEU,"Population, total",SP.POP.TOTL,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82695000
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,233.9674907,234.6524707,235.0229795,235.0787777,235.2577311,235.5968133,236.0273001,236.4515708,236.6164273,236.5921954,236.4646806,236.2251979,235.9433619,235.5221782,234.9396374,234.6069082,230.3046333,230.7506255,231.1557126,232.1080539,234.1536686,235.7129294,236.7042592
Germany,DEU,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-7.870481547,-2.149331368,-1.532822596,-1.727156964,-1.198277866,1.267292864,-1.502029956,-2.060662023,-2.139202191,-2.264491637,-2.308528116,-1.27019743,-0.263008161,-0.37814142,-2.233038516,-3.108997465,-0.521693451,0.083458412,-0.069880831,0.405903556,0.408292675,0.497542978,..
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,0,0,..,..,0,..,0,0,..,..,0,0,..,0,..,0,..,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.946610634,0.992514224,0.982974851,0.931558841,0.912885979,0.953186423,1.039337569,0.855885828,0.783034846,0.908033929,0.686612832,0.705776664,0.74274937,0.804726475,0.660412636,0.647271769,0.73866495,0.702906905,0.87890625,0.689725726,0.555221527,0.553171864,0.634317496
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.82047312,28.88933303,28.60524938,28.44056426,27.782244,27.88030125,27.21444136,26.56020713,26.4174264,26.65597942,26.60235738,27.25076778,27.47177934,27.04630446,24.94764824,27.14208197,27.45667969,27.59250397,27.08669469,27.40232637,27.48611043,27.46594361,27.59946068
Germany,DEU,Net migration,SM.POP.NETM,..,..,695914,..,..,..,..,804608,..,..,..,..,43087,..,..,..,..,1777126,..,..,..,..,1850000
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.45196116,10.87301175,10.69910375,10.81576431,11.479408,11.66384752,10.92510953,10.78197068,10.95640698,10.38910077,10.59881957,10.81462446,11.27234674,11.39089057,11.55803404,11.115788,11.44177839,11.57120794,11.55000991,11.48062896,11.36815994,11.2420604,..
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,29.94612614,29.75886665,29.7289397,29.53791193,30.01680485,29.71972331,28.78009955,28.58515632,28.84116789,27.65865711,27.80099615,27.63927713,27.3277018,27.5422174,28.54699465,27.70912304,28.08702536,28.29526586,28.26539855,28.34607004,28.14738883,28.13880186,..
